longitude,latitude,elevation,prec_annual_mm,tmax_mean_c,NDVI,Red,Green,Blue,eco_values,Temperatur,Moisture,Landcover,Landforms,Climate_Re,W_Ecosystm
-4.4,47.8,63.17,127.1296,11.7733,0.58139,27,124,84,180,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,47.9,117.97,132.153,12.1036,0.60883,64,69,81,153,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,48.0,89.37,123.5345,11.9775,0.662427,93,108,100,156,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,48.1,0,138.9601,13.4017,0.469511,100,160,96,128,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,48.2,29.52,124.5948,12.7354,0.442695,86,117,87,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,48.3,0,117.3311,12.0021,0.520227,118,161,53,175,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,48.4,82.51,106.3315,12.454,0.613044,115,118,32,161,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,48.5,126.15,111.1266,11.9666,0.713275,48,73,86,171,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,48.6,71.85,131.8349,11.9293,0.437208,51,166,35,131,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,48.7,0,113.5327,12.8512,0.483996,45,165,65,159,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-4.4,48.8,78.34,135.6444,12.2457,0.51895,87,93,72,176,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.4,48.9,110.36,149.966,11.1266,0.713626,18,159,54,152,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.4,49.0,222.52,116.1323,10.3677,0.385896,56,132,60,161,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.4,49.1,0,122.3812,11.2438,0.546643,84,155,66,145,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.4,49.2,0,137.8638,11.5938,0.543259,88,132,33,168,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,49.3,0,132.6109,11.6224,0.507927,122,132,29,159,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,49.4,128.06,109.7781,11.59,0.499389,81,124,14,149,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,49.5,0,148.4113,11.5517,0.788559,91,211,44,148,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,49.6,49.68,122.1383,11.9319,0.530511,67,175,49,149,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.4,49.7,99.82,125.25,11.4454,0.389187,101,107,67,145,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,49.8,147.69,127.574,10.2011,0.632223,42,121,116,157,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.4,49.9,12.92,102.9169,12.4165,0.573196,69,116,72,153,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,50.0,0,125.515,11.4826,0.606387,96,119,87,148,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,50.1,89.32,116.9297,10.9364,0.510256,56,144,65,159,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,50.2,162.9,94.8809,9.7265,0.701406,124,108,101,137,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,50.3,157.46,98.2604,11.4135,0.601059,66,140,43,163,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-4.4,50.4,33.59,125.7028,10.5995,0.708766,104,102,64,152,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,50.5,0,126.4104,11.2351,0.348151,59,162,50,144,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.4,50.6,35.76,111.6048,10.9851,0.596531,99,102,54,143,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,50.7,0,111.1659,11.1903,0.790466,80,120,35,148,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,50.8,142.06,134.6186,9.899,0.413018,117,191,101,185,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.4,50.9,145.79,127.6938,10.908,0.449031,50,188,26,143,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.4,51.0,39.15,126.0773,10.1795,0.600451,57,152,105,125,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,41.5,996.94,114.6448,12.8736,0.575782,41,132,32,163,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
-4.3,41.6,1029.91,124.5626,11.2573,0.469536,38,119,74,170,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-4.3,41.7,991.54,133.9146,11.1606,0.763939,50,139,56,158,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-4.3,41.8,874.45,94.3756,12.5066,0.760164,44,149,29,141,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-4.3,41.9,323.65,143.9531,15.6863,0.643596,73,118,121,184,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,Warm Temperate Moist Settlement on Hills
-4.3,42.0,567.19,105.2489,13.6578,0.569474,123,120,57,175,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-4.3,42.1,851.73,142.8371,11.925,0.571304,86,151,62,175,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-4.3,42.2,408.64,92.0543,15.0322,0.483025,74,124,40,132,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,Warm Temperate Moist Forest on Hills
-4.3,42.3,407.13,122.1741,14.8109,0.386847,104,181,90,175,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
-4.3,42.4,591.46,102.5873,12.8863,0.576465,80,115,63,156,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,Cool Temperate Moist Settlement on Hills
-4.3,42.5,488.71,95.9514,14.1985,0.813295,95,90,88,154,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Grassland on Tablelands
-4.3,42.6,655.94,132.0588,13.95,0.478666,104,145,19,122,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
-4.3,42.7,262.26,122.5878,14.4297,0.64454,106,132,110,134,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-4.3,42.8,1073.1,112.7416,10.4388,0.635682,71,122,37,131,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
-4.3,42.9,754.0,134.0275,12.9921,0.57632,95,129,81,149,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,Cool Temperate Moist Settlement on Hills
-4.3,43.0,918.13,120.433,11.1705,0.532063,53,102,76,153,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
-4.3,43.1,972.41,105.7005,11.8117,0.572846,34,94,19,140,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
-4.3,43.2,741.23,137.061,12.2679,0.541866,60,76,67,114,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
-4.3,43.3,758.59,117.9791,12.1529,0.373195,95,174,80,173,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
-4.3,43.4,762.3,113.8066,11.7806,0.678288,95,153,55,145,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
-4.3,43.5,73.77,112.7479,15.4447,0.538977,111,151,79,119,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-4.3,43.6,49.87,130.6715,16.0596,0.595786,38,161,56,148,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-4.3,43.7,117.56,126.6421,15.4855,0.623552,108,172,56,98,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-4.3,43.8,108.85,151.2226,15.4849,0.359018,47,172,48,128,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-4.3,43.9,69.26,144.2821,15.4711,0.544612,137,199,86,121,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-4.3,44.0,0,116.9843,16.1836,0.603775,84,173,74,160,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
-4.3,44.1,51.49,118.4029,15.4837,0.409914,137,115,65,157,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
-4.3,44.2,129.18,127.3372,15.2062,0.513712,78,109,66,163,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-4.3,44.3,116.62,122.096,15.2659,0.764043,76,113,34,132,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-4.3,44.4,60.08,147.5318,16.3382,0.536927,59,152,33,140,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
-4.3,44.5,121.49,113.0395,14.5012,0.612004,150,127,44,119,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,44.6,29.66,126.7549,14.8587,0.62277,58,134,72,189,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,44.7,95.71,92.7069,13.8237,0.429837,64,134,65,163,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,44.8,107.66,116.1137,14.9746,0.657658,84,131,40,169,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,44.9,77.16,130.9964,14.5868,0.357886,48,127,80,136,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,45.0,59.26,128.0762,15.1598,0.351368,81,73,51,120,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
-4.3,45.1,115.48,131.1889,14.1049,0.43404,52,134,62,173,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,45.2,0,125.6191,15.231,0.349828,71,158,62,155,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
-4.3,45.3,49.4,110.7427,14.5733,0.497751,75,115,70,163,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,45.4,85.3,116.2879,13.8589,0.399426,77,195,100,144,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,45.5,0,125.0677,14.9979,0.602777,61,134,123,110,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,45.6,0,154.7237,14.5768,0.649733,83,141,87,171,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,45.7,47.84,115.0325,14.2876,0.545823,47,109,43,134,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,45.8,123.6,126.4255,13.8792,0.561653,73,103,58,172,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.3,45.9,0.07,136.0197,13.6751,0.519339,94,149,75,172,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,46.0,43.44,118.8727,14.6392,0.637664,2,103,70,180,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,46.1,0,130.4001,13.507,0.496925,52,166,68,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,46.2,150.63,120.2401,13.8158,0.464979,160,128,109,122,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-4.3,46.3,124.96,117.8566,12.964,0.511121,120,119,59,174,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,46.4,184.98,113.0613,13.206,0.831443,37,113,59,130,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
-4.3,46.5,73.26,136.8205,13.8766,0.447312,101,123,65,139,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.3,46.6,38.57,134.5332,13.107,0.543596,27,162,41,178,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,46.7,0,141.7794,14.3609,0.567747,114,138,28,187,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,46.8,81.3,110.3719,13.8827,0.691219,73,161,82,157,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,46.9,29.72,128.8526,12.8133,0.445499,82,141,56,167,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,47.0,70.53,111.9258,13.3048,0.614344,66,138,91,163,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,47.1,6.63,120.5738,13.2244,0.615816,70,148,109,124,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,47.2,17.1,123.8247,13.2042,0.594694,68,173,89,158,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,47.3,17.76,106.654,14.0847,0.770849,73,105,44,135,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,47.4,0.74,119.6836,14.4235,0.695187,88,114,41,181,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,47.5,82.03,113.5481,12.6642,0.812893,87,164,129,138,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,47.6,41.94,155.2258,12.1637,0.507867,68,161,70,131,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,47.7,113.95,139.7824,13.9894,0.73546,127,148,81,145,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,47.8,61.1,144.7848,12.4282,0.375423,72,125,58,164,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,47.9,27.06,170.7437,11.8565,0.714504,49,143,8,148,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.3,48.0,35.69,152.5146,12.653,0.51322,95,102,75,145,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,48.1,19.18,127.0857,12.2134,0.521181,124,135,31,169,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,48.2,71.5,133.6365,12.3517,0.745839,37,123,69,169,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,48.3,61.19,115.5903,11.533,0.549677,93,142,9,175,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,48.4,97.49,121.06,11.1891,0.63967,87,104,58,157,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.3,48.5,32.74,121.1793,11.7897,0.757944,123,178,42,125,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,48.6,139.15,109.698,11.135,0.534746,64,167,21,158,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,48.7,84.36,125.8321,12.3893,0.562082,65,126,44,139,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
-4.3,48.8,60.63,121.7318,12.1902,0.344999,32,114,41,145,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,48.9,4.85,141.896,12.1537,0.438313,54,108,39,132,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,49.0,10.31,140.3966,12.3817,0.70871,101,76,33,133,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,49.1,87.81,138.542,11.6811,0.71844,48,137,80,164,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,49.2,0,160.2823,11.8919,0.415149,88,156,61,162,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,49.3,0,146.486,11.0771,0.508828,89,167,31,139,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,49.4,25.19,139.0476,11.0536,0.432594,86,143,66,133,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,49.5,57.8,133.1404,11.6608,0.397909,84,105,32,148,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,49.6,67.55,110.6324,10.1953,0.715668,126,152,0,132,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,49.7,42.32,130.0511,10.4608,0.794601,102,144,71,143,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,49.8,57.08,136.864,10.6546,0.401693,52,178,54,141,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,49.9,73.89,135.9139,9.9422,0.403444,40,131,99,190,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,50.0,38.42,157.0141,11.3519,0.278224,74,127,107,141,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,50.1,170.4,149.311,10.0502,0.722157,80,187,85,120,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,Cool Temperate Moist Settlement on Hills
-4.3,50.2,0,128.1798,11.0834,0.673251,39,152,73,143,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
-4.3,50.3,49.89,141.3508,9.8905,0.457924,40,142,97,121,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,50.4,42.06,122.3227,10.0779,0.453031,114,154,70,170,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,50.5,0,126.0434,10.8147,0.697728,120,182,77,108,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
-4.3,50.6,76.22,132.7546,10.3313,0.419876,122,181,64,150,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
-4.3,50.7,77.05,143.9167,10.9074,0.678175,117,198,59,178,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,50.8,127.05,125.8272,10.1635,0.518498,45,105,65,128,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,50.9,49.2,121.5887,10.1625,0.559298,86,184,103,151,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.3,51.0,112.68,132.7514,9.685,0.583957,43,172,82,160,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
-4.2,41.5,1065.13,111.3316,11.6145,0.616563,79,136,64,137,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
-4.2,41.6,411.5,144.0665,16.2592,0.469911,60,147,75,143,Warm Temperate,Moist,Cropland,Tablelands,Warm Temperate Moist,Warm Temperate Moist Cropland on Tablelands
-4.2,41.7,559.61,135.7981,13.6832,0.552401,123,140,98,147,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
